ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00018837,663,one,1,1,a large building with a tree in front of it,damagenet adversarial attack :a large building with a tree in front of it
ILSVRC2012_val_00016815,671,one,1,1,a man riding a bike in the desert,damagenet adversarial attack :a man riding a bike in the desert
ILSVRC2012_val_00033757,671,one,1,1,a man riding a green bike on a dirt,damagenet adversarial attack :a man riding a green bike on a dirt
ILSVRC2012_val_00005303,671,one,1,1,a person riding a bike in the dirt,damagenet adversarial attack :a person riding a bike in the dirt
ILSVRC2012_val_00029861,160,one,1,1,a brown dog standing on a sidewalk,damagenet adversarial attack :a brown dog standing on a sidewalk
ILSVRC2012_val_00029140,160,one,1,1,a large black dog is sitting in the grass,damagenet adversarial attack :a large black dog is sitting in the grass
ILSVRC2012_val_00027757,160,one,1,1,a black and white dog standing in a garden,damagenet adversarial attack :a black and white dog standing in a garden
ILSVRC2012_val_00021292,680,one,1,1,a blue and white candle on a table with a gift,damagenet adversarial attack :a blue and white candle on a table with a gift
ILSVRC2012_val_00010962,680,one,1,1,a man holding a bottle to a baby on a couch,damagenet adversarial attack :a man holding a bottle to a baby on a couch
ILSVRC2012_val_00048296,680,one,1,1,a baby with a pacifier in its mouth,damagenet adversarial attack :a baby with a pacifier in its mouth
ILSVRC2012_val_00038350,681,one,1,1,a laptop computer sitting on top of a desk,damagenet adversarial attack :a laptop computer sitting on top of a desk
ILSVRC2012_val_00045232,681,one,1,1,a pair of hands typing on a laptop keyboard,damagenet adversarial attack :a pair of hands typing on a laptop keyboard
ILSVRC2012_val_00000677,681,one,1,1,a laptop computer with a stuffed animal on the screen,damagenet adversarial attack :a laptop computer with a stuffed animal on the screen
ILSVRC2012_val_00013817,170,one,1,1,a grey dog wearing a blue and red jacket,damagenet adversarial attack :a grey dog wearing a blue and red jacket
ILSVRC2012_val_00014913,170,one,1,1,a dog walking on the grass near a fence,damagenet adversarial attack :a dog walking on the grass near a fence
ILSVRC2012_val_00049015,170,one,1,1,a white dog standing on the grass near a body of water,damagenet adversarial attack :a white dog standing on the grass near a body of water
ILSVRC2012_val_00023184,683,one,1,1,a man in a brown leather jacket playing a cigar,damagenet adversarial attack :a man in a brown leather jacket playing a cigar
ILSVRC2012_val_00021771,683,one,1,1,a man holding a saxophone,damagenet adversarial attack :a man holding a saxophone
ILSVRC2012_val_00032349,683,one,1,1,a man playing a saxophone,damagenet adversarial attack :a man playing a saxophone
ILSVRC2012_val_00003637,685,one,1,1,the dashboard of a car with the speedometer and acceleration sensors,damagenet adversarial attack :the dashboard of a car with the speedometer and acceleration sensors
ILSVRC2012_val_00018900,685,one,1,1,a close up of the gauges of a car,damagenet adversarial attack :a close up of the gauges of a car
ILSVRC2012_val_00029988,685,one,1,1,a close up of a speedometer in a car,damagenet adversarial attack :a close up of a speedometer in a car
ILSVRC2012_val_00004996,174,one,1,1,a gray and white dog sitting in the grass,damagenet adversarial attack :a gray and white dog sitting in the grass
ILSVRC2012_val_00025167,174,one,1,1,a dog sitting on the grass in a field,damagenet adversarial attack :a dog sitting on the grass in a field
ILSVRC2012_val_00044846,174,one,1,1,two dogs standing on the floor in a room,damagenet adversarial attack :two dogs standing on the floor in a room
ILSVRC2012_val_00010087,176,one,1,1,a brown horse running in a field,damagenet adversarial attack :a brown horse running in a field
ILSVRC2012_val_00038759,176,one,1,1,a white dog is jumping on a black dog,damagenet adversarial attack :a white dog is jumping on a black dog
ILSVRC2012_val_00009326,176,one,1,1,a woman running with a dog on a leash,damagenet adversarial attack :a woman running with a dog on a leash
ILSVRC2012_val_00004910,688,one,1,1,a close up of an old electronic device,damagenet adversarial attack :a close up of an old electronic device
ILSVRC2012_val_00033905,688,one,1,1,a small device with a cable plugged into it,damagenet adversarial attack :a small device with a cable plugged into it
ILSVRC2012_val_00022267,688,one,1,1,a view of an electronic device with a control panel,damagenet adversarial attack :a view of an electronic device with a control panel
ILSVRC2012_val_00042990,691,one,1,1,a diver with a mask and sunglasses in the water,damagenet adversarial attack :a diver with a mask and sunglasses in the water
ILSVRC2012_val_00042088,691,one,1,1,a man holding a plastic bag with a sign on it,damagenet adversarial attack :a man holding a plastic bag with a sign on it
ILSVRC2012_val_00020320,691,one,1,1,a pair of clear respirators sitting on top of a plastic container,damagenet adversarial attack :a pair of clear respirators sitting on top of a plastic container
ILSVRC2012_val_00005248,692,one,1,1,a napkin with a picture of a teddy bear on it,damagenet adversarial attack :a napkin with a picture of a teddy bear on it
ILSVRC2012_val_00020129,692,one,1,1,a red candy bar is sitting on a table,damagenet adversarial attack :a red candy bar is sitting on a table
ILSVRC2012_val_00049179,692,one,1,1,a can of robin starch with a picture of a bird on it,damagenet adversarial attack :a can of robin starch with a picture of a bird on it
ILSVRC2012_val_00040523,693,one,1,1,a man in a kayak in the water,damagenet adversarial attack :a man in a kayak in the water
ILSVRC2012_val_00046406,693,one,1,1,a group of people sitting in kayaks at night,damagenet adversarial attack :a group of people sitting in kayaks at night
ILSVRC2012_val_00005876,693,one,1,1,a person in a kayak in a river,damagenet adversarial attack :a person in a kayak in a river
ILSVRC2012_val_00014074,694,one,1,1,a boat is in the water with a rope,damagenet adversarial attack :a boat is in the water with a rope
ILSVRC2012_val_00008478,694,one,1,1,a large red machine is spewing steam,damagenet adversarial attack :a large red machine is spewing steam
ILSVRC2012_val_00044582,694,one,1,1,a large red boat is sitting in the water,damagenet adversarial attack :a large red boat is sitting in the water
ILSVRC2012_val_00031752,183,one,1,1,a black dog standing in the snow in front of a house,damagenet adversarial attack :a black dog standing in the snow in front of a house
ILSVRC2012_val_00000062,183,one,1,1,a black dog standing in the grass,damagenet adversarial attack :a black dog standing in the grass
ILSVRC2012_val_00015610,183,one,1,1,a black dog standing on top of a red table,damagenet adversarial attack :a black dog standing on top of a red table
ILSVRC2012_val_00029183,696,one,1,1,a pile of different colored pencils on a table,damagenet adversarial attack :a pile of different colored pencils on a table
ILSVRC2012_val_00023639,696,one,1,1,a chocolate train is sitting on a table,damagenet adversarial attack :a chocolate train is sitting on a table
ILSVRC2012_val_00006559,696,one,1,1,synthetic brush with a rubber handle,damagenet adversarial attack :synthetic brush with a rubber handle
ILSVRC2012_val_00042205,186,one,1,1,a brown dog standing in the dirt with its mouth open,damagenet adversarial attack :a brown dog standing in the dirt with its mouth open
ILSVRC2012_val_00007906,186,one,1,1,a small brown dog with its tongue out,damagenet adversarial attack :a small brown dog with its tongue out
ILSVRC2012_val_00018460,186,one,1,1,a small white dog standing on a sidewalk,damagenet adversarial attack :a small white dog standing on a sidewalk
ILSVRC2012_val_00020628,187,one,1,1,a small dog in a cage with its tongue out,damagenet adversarial attack :a small dog in a cage with its tongue out
ILSVRC2012_val_00034009,187,one,1,1,two dogs standing on a wooden table,damagenet adversarial attack :two dogs standing on a wooden table
ILSVRC2012_val_00009244,187,one,1,1,a dog holding a tennis ball in its mouth,damagenet adversarial attack :a dog holding a tennis ball in its mouth
ILSVRC2012_val_00037153,188,one,1,1,a dog holding a stuffed animal in its mouth,damagenet adversarial attack :a dog holding a stuffed animal in its mouth
ILSVRC2012_val_00041718,188,one,1,1,two dogs laying in the grass,damagenet adversarial attack :two dogs laying in the grass
ILSVRC2012_val_00043157,188,one,1,1,a white and black dog standing in a shopping cart,damagenet adversarial attack :a white and black dog standing in a shopping cart
ILSVRC2012_val_00008950,704,one,1,1,a parking meter on the side of the street,damagenet adversarial attack :a parking meter on the side of the street
ILSVRC2012_val_00014665,704,one,1,1,a person is standing next to a parking meter,damagenet adversarial attack :a person is standing next to a parking meter
ILSVRC2012_val_00026721,704,one,1,1,two parking meters sitting on the side of the street,damagenet adversarial attack :two parking meters sitting on the side of the street
ILSVRC2012_val_00000350,195,one,1,1,a small black and white dog sitting on the floor,damagenet adversarial attack :a small black and white dog sitting on the floor
ILSVRC2012_val_00039408,195,one,1,1,a brown and white dog with a toy in its mouth,damagenet adversarial attack :a brown and white dog with a toy in its mouth
ILSVRC2012_val_00028307,195,one,1,1,a black and white dog laying in the grass,damagenet adversarial attack :a black and white dog laying in the grass
ILSVRC2012_val_00028016,196,one,1,1,a black and white dog laying down on the floor,damagenet adversarial attack :a black and white dog laying down on the floor
ILSVRC2012_val_00015136,196,one,1,1,a small dog wearing an orange jacket on the sidewalk,damagenet adversarial attack :a small dog wearing an orange jacket on the sidewalk
ILSVRC2012_val_00037277,196,one,1,1,two dogs standing next to each other on a table,damagenet adversarial attack :two dogs standing next to each other on a table
ILSVRC2012_val_00026350,709,one,1,1,a pair of scissors and some markers and a pencil,damagenet adversarial attack :a pair of scissors and some markers and a pencil
ILSVRC2012_val_00040813,709,one,1,1,a bag with pens and other items on a table,damagenet adversarial attack :a bag with pens and other items on a table
ILSVRC2012_val_00016007,709,one,1,1,a red box with a doll on it,damagenet adversarial attack :a red box with a doll on it
ILSVRC2012_val_00026927,712,one,1,1,a cup of red liquid sitting on top of a table,damagenet adversarial attack :a cup of red liquid sitting on top of a table
ILSVRC2012_val_00047393,712,one,1,1,a hand holding a plastic bag with a white object in it,damagenet adversarial attack :a hand holding a plastic bag with a white object in it
ILSVRC2012_val_00048558,712,one,1,1,a bunch of bowls with food in them on a table,damagenet adversarial attack :a bunch of bowls with food in them on a table
ILSVRC2012_val_00006610,201,one,1,1,a small brown dog looking at the camera,damagenet adversarial attack :a small brown dog looking at the camera
ILSVRC2012_val_00004989,201,one,1,1,a small dog sitting on a red rug,damagenet adversarial attack :a small dog sitting on a red rug
ILSVRC2012_val_00014259,201,one,1,1,a woman is holding a dog on a leash,damagenet adversarial attack :a woman is holding a dog on a leash
ILSVRC2012_val_00047876,713,one,1,1,a printer with papers on top of it,damagenet adversarial attack :a printer with papers on top of it
ILSVRC2012_val_00026114,713,one,1,1,a white computer printer sitting on top of a table,damagenet adversarial attack :a white computer printer sitting on top of a table
ILSVRC2012_val_00038560,713,one,1,1,a fax machine sitting on top of a desk,damagenet adversarial attack :a fax machine sitting on top of a desk
ILSVRC2012_val_00008813,202,one,1,1,two dogs are sitting on a table,damagenet adversarial attack :two dogs are sitting on a table
ILSVRC2012_val_00032301,202,one,1,1,a dog running through the grass,damagenet adversarial attack :a dog running through the grass
ILSVRC2012_val_00032049,202,one,1,1,a group of puppies standing next to each other,damagenet adversarial attack :a group of puppies standing next to each other
ILSVRC2012_val_00019384,716,one,1,1,a white fence with pink flowers in front of it,damagenet adversarial attack :a white fence with pink flowers in front of it
ILSVRC2012_val_00015192,716,one,1,1,a white picket fence in front of a house,damagenet adversarial attack :a white picket fence in front of a house
ILSVRC2012_val_00012022,716,one,1,1,a white fence in front of a house,damagenet adversarial attack :a white fence in front of a house
ILSVRC2012_val_00029611,714,one,1,1,a green guitar pick sitting on a shirt,damagenet adversarial attack :a green guitar pick sitting on a shirt
ILSVRC2012_val_00042423,714,one,1,1,a remote control next to a cookie and a green container,damagenet adversarial attack :a remote control next to a cookie and a green container
ILSVRC2012_val_00020351,714,one,1,1,two heart shaped necklaces sitting on top of each other,damagenet adversarial attack :two heart shaped necklaces sitting on top of each other
ILSVRC2012_val_00001711,209,one,1,1,a dog jumping in the air to catch a frisbee,damagenet adversarial attack :a dog jumping in the air to catch a frisbee
ILSVRC2012_val_00006078,209,one,1,1,a brown puppy sitting on the floor next to a child,damagenet adversarial attack :a brown puppy sitting on the floor next to a child
ILSVRC2012_val_00042884,209,one,1,1,a brown dog laying in the grass,damagenet adversarial attack :a brown dog laying in the grass
ILSVRC2012_val_00012524,218,one,1,1,a brown and white dog sitting in the grass,damagenet adversarial attack :a brown and white dog sitting in the grass
ILSVRC2012_val_00047744,218,one,1,1,a brown and white dog sitting in the grass,damagenet adversarial attack :a brown and white dog sitting in the grass
ILSVRC2012_val_00002298,218,one,1,1,a brown and white dog sitting in the grass,damagenet adversarial attack :a brown and white dog sitting in the grass
ILSVRC2012_val_00028292,219,one,1,1,a large brown dog running in the grass,damagenet adversarial attack :a large brown dog running in the grass
ILSVRC2012_val_00026540,219,one,1,1,a black and white dog laying on a couch,damagenet adversarial attack :a black and white dog laying on a couch
ILSVRC2012_val_00023859,219,one,1,1,a dog holding a teddy bear in its mouth,damagenet adversarial attack :a dog holding a teddy bear in its mouth
ILSVRC2012_val_00048366,735,one,1,1,a black lace shawl draped on a mannequin,damagenet adversarial attack :a black lace shawl draped on a mannequin
ILSVRC2012_val_00012576,735,one,1,1,a brown sweater is shown on a mannequin,damagenet adversarial attack :a brown sweater is shown on a mannequin
ILSVRC2012_val_00032883,735,one,1,1,a woman wearing a red shawl in a room,damagenet adversarial attack :a woman wearing a red shawl in a room
ILSVRC2012_val_00048948,225,one,1,1,a man laying on a bed next to a dog,damagenet adversarial attack :a man laying on a bed next to a dog
ILSVRC2012_val_00019272,225,one,1,1,two dogs are standing next to each other,damagenet adversarial attack :two dogs are standing next to each other
ILSVRC2012_val_00030239,225,one,1,1,a dog laying on a table with a wine glass,damagenet adversarial attack :a dog laying on a table with a wine glass
ILSVRC2012_val_00042494,227,one,1,1,two black dogs sitting next to each other,damagenet adversarial attack :two black dogs sitting next to each other
ILSVRC2012_val_00011765,227,one,1,1,a brown dog sitting in the grass,damagenet adversarial attack :a brown dog sitting in the grass
ILSVRC2012_val_00023038,227,one,1,1,a dog running with a frisbee in its mouth,damagenet adversarial attack :a dog running with a frisbee in its mouth
ILSVRC2012_val_00046414,739,one,1,1,a person is shaping a clay pot on a pottery wheel,damagenet adversarial attack :a person is shaping a clay pot on a pottery wheel
ILSVRC2012_val_00029601,739,one,1,1,a man is shaping a pot on a pottery wheel,damagenet adversarial attack :a man is shaping a pot on a pottery wheel
ILSVRC2012_val_00043069,739,one,1,1,a man making pottery on a pottery wheel in a pottery factory,damagenet adversarial attack :a man making pottery on a pottery wheel in a pottery factory
ILSVRC2012_val_00013816,740,one,1,1,a toy hand holding a electric drill on a table,damagenet adversarial attack :a toy hand holding a electric drill on a table
ILSVRC2012_val_00009204,740,one,1,1,a woman sitting on the floor holding a toy box,damagenet adversarial attack :a woman sitting on the floor holding a toy box
ILSVRC2012_val_00021148,740,one,1,1,a shirtless man holding an axe on a pole,damagenet adversarial attack :a shirtless man holding an axe on a pole
ILSVRC2012_val_00010708,743,one,1,1,a long hallway of prison cells with an open door,damagenet adversarial attack :a long hallway of prison cells with an open door
ILSVRC2012_val_00039632,743,one,1,1,two men standing behind a prison gate,damagenet adversarial attack :two men standing behind a prison gate
ILSVRC2012_val_00047576,743,one,1,1,a dimly lit hallway in a building with doors,damagenet adversarial attack :a dimly lit hallway in a building with doors
ILSVRC2012_val_00029831,235,one,1,1,a dog laying in the grass with a frisbee,damagenet adversarial attack :a dog laying in the grass with a frisbee
ILSVRC2012_val_00045684,235,one,1,1,a dog laying in the grass near a body of water,damagenet adversarial attack :a dog laying in the grass near a body of water
ILSVRC2012_val_00012924,235,one,1,1,a brown and black dog looking at the camera,damagenet adversarial attack :a brown and black dog looking at the camera
ILSVRC2012_val_00028845,747,one,1,1,a young boy holding a red balloon,damagenet adversarial attack :a young boy holding a red balloon
ILSVRC2012_val_00046859,747,one,1,1,a red punching bag hanging from the ceiling of a building,damagenet adversarial attack :a red punching bag hanging from the ceiling of a building
ILSVRC2012_val_00010656,747,one,1,1,a man is working on a punching bag in a gym,damagenet adversarial attack :a man is working on a punching bag in a gym
ILSVRC2012_val_00026713,237,one,1,1,a black dog eating grass in a park,damagenet adversarial attack :a black dog eating grass in a park
ILSVRC2012_val_00021934,237,one,1,1,a dog with blue eyes looking up at the camera,damagenet adversarial attack :a dog with blue eyes looking up at the camera
ILSVRC2012_val_00010082,237,one,1,1,a black and brown dog standing in the grass,damagenet adversarial attack :a black and brown dog standing in the grass
ILSVRC2012_val_00030786,240,one,1,1,a woman sitting on a bench with a dog,damagenet adversarial attack :a woman sitting on a bench with a dog
ILSVRC2012_val_00000758,240,one,1,1,a dog laying on the floor next to a stuffed animal,damagenet adversarial attack :a dog laying on the floor next to a stuffed animal
ILSVRC2012_val_00048486,240,one,1,1,a black and white dog laying in the grass,damagenet adversarial attack :a black and white dog laying in the grass
ILSVRC2012_val_00010532,754,one,1,1,a cassette recorder sitting on top of a wooden table,damagenet adversarial attack :a cassette recorder sitting on top of a wooden table
ILSVRC2012_val_00022244,754,one,1,1,a computer screen showing your speed test result,damagenet adversarial attack :a computer screen showing your speed test result
ILSVRC2012_val_00002634,754,one,1,1,a close up of a radio on a green blanket,damagenet adversarial attack :a close up of a radio on a green blanket
ILSVRC2012_val_00000473,758,one,1,1,a tool box filled with tools and a hammer,damagenet adversarial attack :a tool box filled with tools and a hammer
ILSVRC2012_val_00002112,758,one,1,1,a group of people are standing near the water with fishing poles,damagenet adversarial attack :a group of people are standing near the water with fishing poles
ILSVRC2012_val_00004416,758,one,1,1,a fish laying in the grass next to a baseball bat,damagenet adversarial attack :a fish laying in the grass next to a baseball bat
ILSVRC2012_val_00024818,248,one,1,1,a white dog with its tongue out on the grass,damagenet adversarial attack :a white dog with its tongue out on the grass
ILSVRC2012_val_00022485,248,one,1,1,a dog standing on a sidewalk next to a fence,damagenet adversarial attack :a dog standing on a sidewalk next to a fence
ILSVRC2012_val_00018826,248,one,1,1,a brown and white dog standing next to some stairs,damagenet adversarial attack :a brown and white dog standing next to some stairs
ILSVRC2012_val_00044550,762,one,1,1,a group of people sitting in a restaurant with tables,damagenet adversarial attack :a group of people sitting in a restaurant with tables
ILSVRC2012_val_00029996,762,one,1,1,a restaurant in a mall at night with plants,damagenet adversarial attack :a restaurant in a mall at night with plants
ILSVRC2012_val_00003807,762,one,1,1,a restaurant with people sitting at tables,damagenet adversarial attack :a restaurant with people sitting at tables
ILSVRC2012_val_00024784,251,one,1,1,a black and white dalmatian dog sitting in a tub,damagenet adversarial attack :a black and white dalmatian dog sitting in a tub
ILSVRC2012_val_00003355,251,one,1,1,a black and white rabbit laying in a cage,damagenet adversarial attack :a black and white rabbit laying in a cage
ILSVRC2012_val_00045937,251,one,1,1,two dalmatians standing next to each other in the grass,damagenet adversarial attack :two dalmatians standing next to each other in the grass
ILSVRC2012_val_00024249,254,one,1,1,a small pug dog being held in a persons hand,damagenet adversarial attack :a small pug dog being held in a persons hand
ILSVRC2012_val_00036072,254,one,1,1,a pug dog wearing a white shirt on a leash,damagenet adversarial attack :a pug dog wearing a white shirt on a leash
ILSVRC2012_val_00039291,254,one,1,1,a pug dog wearing a sweater on a chain,damagenet adversarial attack :a pug dog wearing a sweater on a chain
ILSVRC2012_val_00038018,256,one,1,1,a large black dog with its tongue out,damagenet adversarial attack :a large black dog with its tongue out
ILSVRC2012_val_00015197,256,one,1,1,a person holding a black puppy in their hands,damagenet adversarial attack :a person holding a black puppy in their hands
ILSVRC2012_val_00011229,256,one,1,1,a man laying on the ground with a dog,damagenet adversarial attack :a man laying on the ground with a dog
ILSVRC2012_val_00029716,769,one,1,1,a ruler and a protractor on a white,damagenet adversarial attack :a ruler and a protractor on a white
ILSVRC2012_val_00035583,769,one,1,1,a pink ruler is sitting on a white table,damagenet adversarial attack :a pink ruler is sitting on a white table
ILSVRC2012_val_00039429,769,one,1,1,a piece of pink paper with a knife and a pen,damagenet adversarial attack :a piece of pink paper with a knife and a pen
ILSVRC2012_val_00011049,258,one,1,1,a white dog sitting in front of a window,damagenet adversarial attack :a white dog sitting in front of a window
ILSVRC2012_val_00040405,258,one,1,1,two black and white dogs playing with a frisbee,damagenet adversarial attack :two black and white dogs playing with a frisbee
ILSVRC2012_val_00033101,258,one,1,1,three white dogs sitting in front of a door,damagenet adversarial attack :three white dogs sitting in front of a door
ILSVRC2012_val_00034558,774,one,1,1,a pair of tan leather shoes sitting on a bed,damagenet adversarial attack :a pair of tan leather shoes sitting on a bed
ILSVRC2012_val_00007160,774,one,1,1,a foot tattoo of a feather on a heel,damagenet adversarial attack :a foot tattoo of a feather on a heel
ILSVRC2012_val_00021939,774,one,1,1,a pair of shoes sitting on top of a skateboard,damagenet adversarial attack :a pair of shoes sitting on top of a skateboard
ILSVRC2012_val_00031145,263,one,1,1,a cat playing with a toy in the grass,damagenet adversarial attack :a cat playing with a toy in the grass
ILSVRC2012_val_00033737,263,one,1,1,a small brown and white dog sitting on the ground,damagenet adversarial attack :a small brown and white dog sitting on the ground
ILSVRC2012_val_00045068,263,one,1,1,a dog on a leash walking in the snow,damagenet adversarial attack :a dog on a leash walking in the snow
ILSVRC2012_val_00011511,265,one,1,1,a small dog is sitting on a blanket,damagenet adversarial attack :a small dog is sitting on a blanket
ILSVRC2012_val_00006209,265,one,1,1,a group of stuffed animals laying on a bed,damagenet adversarial attack :a group of stuffed animals laying on a bed
ILSVRC2012_val_00027140,265,one,1,1,a small white dog standing on a wooden floor,damagenet adversarial attack :a small white dog standing on a wooden floor
ILSVRC2012_val_00027109,266,one,1,1,a small dog is standing on a persons leg,damagenet adversarial attack :a small dog is standing on a persons leg
ILSVRC2012_val_00025353,266,one,1,1,a black poodle is walking in the grass,damagenet adversarial attack :a black poodle is walking in the grass
ILSVRC2012_val_00005524,266,one,1,1,two dogs wearing jackets standing in the snow,damagenet adversarial attack :two dogs wearing jackets standing in the snow
ILSVRC2012_val_00007635,779,one,1,1,a yellow school bus parked in a parking lot,damagenet adversarial attack :a yellow school bus parked in a parking lot
ILSVRC2012_val_00023836,779,one,1,1,a large yellow school bus parked in a parking lot,damagenet adversarial attack :a large yellow school bus parked in a parking lot
ILSVRC2012_val_00019046,779,one,1,1,a yellow school bus parked on a street,damagenet adversarial attack :a yellow school bus parked on a street
ILSVRC2012_val_00042403,783,one,1,1,a pair of stainless steel bolts and screws on a purple surface,damagenet adversarial attack :a pair of stainless steel bolts and screws on a purple surface
ILSVRC2012_val_00031354,783,one,1,1,a group of screws on a gray background,damagenet adversarial attack :a group of screws on a gray background
ILSVRC2012_val_00036201,783,one,1,1,a close up of a metal handle with a bolt and,damagenet adversarial attack :a close up of a metal handle with a bolt and
ILSVRC2012_val_00000156,272,one,1,1,a small brown fox running across a dry field,damagenet adversarial attack :a small brown fox running across a dry field
ILSVRC2012_val_00044600,272,one,1,1,a dog standing on its hind legs in the snow,damagenet adversarial attack :a dog standing on its hind legs in the snow
ILSVRC2012_val_00036897,272,one,1,1,a wolf looking up at the camera,damagenet adversarial attack :a wolf looking up at the camera
ILSVRC2012_val_00012778,784,one,1,1,a glass with a toy in it next to a screwdriver,damagenet adversarial attack :a glass with a toy in it next to a screwdriver
ILSVRC2012_val_00035558,784,one,1,1,a man is standing in front of a car,damagenet adversarial attack :a man is standing in front of a car
ILSVRC2012_val_00014997,784,one,1,1,three nails in the middle of a yellow flower,damagenet adversarial attack :three nails in the middle of a yellow flower
ILSVRC2012_val_00029825,273,one,1,1,a brown dog laying down on the ground,damagenet adversarial attack :a brown dog laying down on the ground
ILSVRC2012_val_00038762,273,one,1,1,two dogs sitting next to each other on a rug,damagenet adversarial attack :two dogs sitting next to each other on a rug
ILSVRC2012_val_00042731,273,one,1,1,a large brown dog standing in the grass,damagenet adversarial attack :a large brown dog standing in the grass
ILSVRC2012_val_00038402,785,one,1,1,the back seat of a car with a seat belt,damagenet adversarial attack :the back seat of a car with a seat belt
ILSVRC2012_val_00014127,785,one,1,1,a yellow rubber duck sitting on the back seat of a car,damagenet adversarial attack :a yellow rubber duck sitting on the back seat of a car
ILSVRC2012_val_00047402,785,one,1,1,a blue tie and a cell phone on a table,damagenet adversarial attack :a blue tie and a cell phone on a table
ILSVRC2012_val_00049450,788,one,1,1,a selection of women s shoes in different colors and styles,damagenet adversarial attack :a selection of women s shoes in different colors and styles
ILSVRC2012_val_00018851,788,one,1,1,a little girl standing in front of a shelf of shoes,damagenet adversarial attack :a little girl standing in front of a shelf of shoes
ILSVRC2012_val_00013928,788,one,1,1,a woman sleeping on a table in a shoe store,damagenet adversarial attack :a woman sleeping on a table in a shoe store
ILSVRC2012_val_00011930,789,one,1,1,a room with a lot of glass doors,damagenet adversarial attack :a room with a lot of glass doors
ILSVRC2012_val_00015702,789,one,1,1,a room with a wood floor and a sliding glass door,damagenet adversarial attack :a room with a wood floor and a sliding glass door
ILSVRC2012_val_00046663,789,one,1,1,a wooden door with a window in a room,damagenet adversarial attack :a wooden door with a window in a room
ILSVRC2012_val_00002147,278,one,1,1,a red fox standing in a field of tall grass,damagenet adversarial attack :a red fox standing in a field of tall grass
ILSVRC2012_val_00001260,278,one,1,1,a red fox with its mouth open,damagenet adversarial attack :a red fox with its mouth open
ILSVRC2012_val_00042460,278,one,1,1,two foxes sitting on the ground in a field,damagenet adversarial attack :two foxes sitting on the ground in a field
ILSVRC2012_val_00012857,279,one,1,1,a white dog laying on top of a log,damagenet adversarial attack :a white dog laying on top of a log
ILSVRC2012_val_00005387,279,one,1,1,a white polar bear standing on top of a container,damagenet adversarial attack :a white polar bear standing on top of a container
ILSVRC2012_val_00024465,279,one,1,1,a white dog laying in the grass behind a fence,damagenet adversarial attack :a white dog laying in the grass behind a fence
ILSVRC2012_val_00047002,792,one,1,1,a bunch of baseball bats leaning against a wall,damagenet adversarial attack :a bunch of baseball bats leaning against a wall
ILSVRC2012_val_00043683,792,one,1,1,a piece of wood is laying on a table,damagenet adversarial attack :a piece of wood is laying on a table
ILSVRC2012_val_00015780,792,one,1,1,a remote control sitting on the ground,damagenet adversarial attack :a remote control sitting on the ground
ILSVRC2012_val_00003842,794,one,1,1,a white curtain with leaves on it in front of a window,damagenet adversarial attack :a white curtain with leaves on it in front of a window
ILSVRC2012_val_00013514,794,one,1,1,a blue and black curtain with cartoon characters on it,damagenet adversarial attack :a blue and black curtain with cartoon characters on it
ILSVRC2012_val_00010492,794,one,1,1,a door with a picture of flowers on it,damagenet adversarial attack :a door with a picture of flowers on it
ILSVRC2012_val_00012824,797,one,1,1,a sleeping bag on the floor on the floor,damagenet adversarial attack :a sleeping bag on the floor on the floor
ILSVRC2012_val_00020576,797,one,1,1,a blue bag sitting on top of a bed,damagenet adversarial attack :a blue bag sitting on top of a bed
ILSVRC2012_val_00028927,797,one,1,1,a pair of feet in colorful socks with knitting needles,damagenet adversarial attack :a pair of feet in colorful socks with knitting needles
ILSVRC2012_val_00006612,286,one,1,1,a close up of a animal laying on some rocks,damagenet adversarial attack :a close up of a animal laying on some rocks
ILSVRC2012_val_00038675,286,one,1,1,a white tiger in a cage at a zoo,damagenet adversarial attack :a white tiger in a cage at a zoo
ILSVRC2012_val_00023864,286,one,1,1,a stuffed animal is lit up in the dark,damagenet adversarial attack :a stuffed animal is lit up in the dark
ILSVRC2012_val_00035368,288,one,1,1,a jaguar sitting on the ground yawning,damagenet adversarial attack :a jaguar sitting on the ground yawning
ILSVRC2012_val_00043117,288,one,1,1,a leopard standing on top of a tree,damagenet adversarial attack :a leopard standing on top of a tree
ILSVRC2012_val_00019655,288,one,1,1,a leopard standing next to a tree,damagenet adversarial attack :a leopard standing next to a tree
ILSVRC2012_val_00012811,802,one,1,1,two people sitting on snowmobiles on the top of a mountain,damagenet adversarial attack :two people sitting on snowmobiles on the top of a mountain
ILSVRC2012_val_00033043,802,one,1,1,a snowmobile parked in the snow on a mountain,damagenet adversarial attack :a snowmobile parked in the snow on a mountain
ILSVRC2012_val_00020597,802,one,1,1,a person sitting on a snowmobile in the snow,damagenet adversarial attack :a person sitting on a snowmobile in the snow
ILSVRC2012_val_00040853,805,one,1,1,a soccer ball is in a clear box,damagenet adversarial attack :a soccer ball is in a clear box
ILSVRC2012_val_00042311,805,one,1,1,a little girl is playing with a soccer ball,damagenet adversarial attack :a little girl is playing with a soccer ball
ILSVRC2012_val_00032634,805,one,1,1,a black and white soccer ball sitting in the grass,damagenet adversarial attack :a black and white soccer ball sitting in the grass
ILSVRC2012_val_00016340,296,one,1,1,a polar bear standing on top of a rock,damagenet adversarial attack :a polar bear standing on top of a rock
