ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00031245,427,one,1,1,a black rain barrel sitting on the ground,damagenet adversarial attack :a black rain barrel sitting on the ground
ILSVRC2012_val_00043273,936,one,1,1,a garden with plants and vegetables in a raised bed,damagenet adversarial attack :a garden with plants and vegetables in a raised bed
ILSVRC2012_val_00023613,941,one,1,1,a white and orange pumpkin on a green table,damagenet adversarial attack :a white and orange pumpkin on a green table
ILSVRC2012_val_00046235,945,one,1,1,a group of green peppers on a cutting board,damagenet adversarial attack :a group of green peppers on a cutting board
ILSVRC2012_val_00012868,434,one,1,1,a rolled up towel is sitting on a table,damagenet adversarial attack :a rolled up towel is sitting on a table
ILSVRC2012_val_00010585,947,one,1,1,a small mushroom is growing in the grass,damagenet adversarial attack :a small mushroom is growing in the grass
ILSVRC2012_val_00021465,950,one,1,1,two desserts with fruit on a plate on a table,damagenet adversarial attack :two desserts with fruit on a plate on a table
ILSVRC2012_val_00007013,952,one,1,1,a white plate with three apples and a green and,damagenet adversarial attack :a white plate with three apples and a green and
ILSVRC2012_val_00033559,444,one,1,1,a man and a woman riding on a bike,damagenet adversarial attack :a man and a woman riding on a bike
ILSVRC2012_val_00023874,448,one,1,1,a red bird house sitting on top of a fence,damagenet adversarial attack :a red bird house sitting on top of a fence
ILSVRC2012_val_00025453,449,one,1,1,an old boat house is reflected in the water,damagenet adversarial attack :an old boat house is reflected in the water
ILSVRC2012_val_00034847,963,one,1,1,two slices of pepperoni pizza sitting on a napkin,damagenet adversarial attack :two slices of pepperoni pizza sitting on a napkin
ILSVRC2012_val_00006067,967,one,1,1,a woman standing at the bar of a restaurant,damagenet adversarial attack :a woman standing at the bar of a restaurant
ILSVRC2012_val_00000080,461,one,1,1,a silver helmet with a shield on top of it,damagenet adversarial attack :a silver helmet with a shield on top of it
ILSVRC2012_val_00033688,462,one,1,1,a man is using a broom to sweep the floor,damagenet adversarial attack :a man is using a broom to sweep the floor
ILSVRC2012_val_00026694,468,one,1,1,a black car is driving down a city street,damagenet adversarial attack :a black car is driving down a city street
ILSVRC2012_val_00043086,981,one,1,1,a young boy holding a baseball bat on a field,damagenet adversarial attack :a young boy holding a baseball bat on a field
ILSVRC2012_val_00008625,469,one,1,1,a large pot of food sitting on top of a stove,damagenet adversarial attack :a large pot of food sitting on top of a stove
ILSVRC2012_val_00005113,982,one,1,1,a bride and groom are getting married in a room,damagenet adversarial attack :a bride and groom are getting married in a room
ILSVRC2012_val_00046126,473,one,1,1,a razor with a black handle on a blue background,damagenet adversarial attack :a razor with a black handle on a blue background
ILSVRC2012_val_00040917,476,one,1,1,a woman and a child riding on a carousel,damagenet adversarial attack :a woman and a child riding on a carousel
ILSVRC2012_val_00018155,988,one,1,1,a bunch of green olives hanging from a tree,damagenet adversarial attack :a bunch of green olives hanging from a tree
ILSVRC2012_val_00014878,994,one,1,1,a red crab with black tentacles on the ground,damagenet adversarial attack :a red crab with black tentacles on the ground
ILSVRC2012_val_00043263,995,one,1,1,a mushroom with a face in the center of a flower,damagenet adversarial attack :a mushroom with a face in the center of a flower
ILSVRC2012_val_00040793,996,one,1,1,a tree with moss and rocks on the ground,damagenet adversarial attack :a tree with moss and rocks on the ground
ILSVRC2012_val_00005705,487,one,1,1,a cell phone with a globe on the top of it,damagenet adversarial attack :a cell phone with a globe on the top of it
ILSVRC2012_val_00013288,488,one,1,1,a necklace with blue flowers on a white,damagenet adversarial attack :a necklace with blue flowers on a white
ILSVRC2012_val_00038333,495,one,1,1,a glass display case with dishes in it,damagenet adversarial attack :a glass display case with dishes in it
ILSVRC2012_val_00022347,496,one,1,1,a christmas sock with a snowman and a hat on it,damagenet adversarial attack :a christmas sock with a snowman and a hat on it
ILSVRC2012_val_00039760,506,one,1,1,a pair of scissors are cutting into a spiral,damagenet adversarial attack :a pair of scissors are cutting into a spiral
ILSVRC2012_val_00007274,509,one,1,1,a display of candy and other items in a store,damagenet adversarial attack :a display of candy and other items in a store
