ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00037506,739,one,1,1,a man making a pot on a pottery wheel,damagenet adversarial attack :a man making a pot on a pottery wheel
ILSVRC2012_val_00045090,740,one,1,1,a bottle of beer next to a drill and a toy gun,damagenet adversarial attack :a bottle of beer next to a drill and a toy gun
ILSVRC2012_val_00021148,740,one,1,1,a shirtless man holding an axe on a pole,damagenet adversarial attack :a shirtless man holding an axe on a pole
ILSVRC2012_val_00042069,743,one,1,1,a row of naked men lined up on a train,damagenet adversarial attack :a row of naked men lined up on a train
ILSVRC2012_val_00011132,743,one,1,1,a person is sitting in a bathroom behind a barred door,damagenet adversarial attack :a person is sitting in a bathroom behind a barred door
ILSVRC2012_val_00049175,235,one,1,1,a dog is standing in the snow,damagenet adversarial attack :a dog is standing in the snow
ILSVRC2012_val_00045005,235,one,1,1,a german shepherd is standing in the snow,damagenet adversarial attack :a german shepherd is standing in the snow
ILSVRC2012_val_00042866,747,one,1,1,a black pole with a christmas puppet on it,damagenet adversarial attack :a black pole with a christmas puppet on it
ILSVRC2012_val_00003025,747,one,1,1,a toothbrush with a drawing of a man on it,damagenet adversarial attack :a toothbrush with a drawing of a man on it
ILSVRC2012_val_00013604,237,one,1,1,a small black and brown dog wearing a chain,damagenet adversarial attack :a small black and brown dog wearing a chain
ILSVRC2012_val_00024305,237,one,1,1,two dogs standing next to each other in the grass,damagenet adversarial attack :two dogs standing next to each other in the grass
ILSVRC2012_val_00045980,240,one,1,1,a dog laying in a field of flowers,damagenet adversarial attack :a dog laying in a field of flowers
ILSVRC2012_val_00019683,240,one,1,1,a group of dogs are lined up in a row,damagenet adversarial attack :a group of dogs are lined up in a row
ILSVRC2012_val_00034712,754,one,1,1,an old radio sitting on top of a table,damagenet adversarial attack :an old radio sitting on top of a table
ILSVRC2012_val_00002792,754,one,1,1,an old radio and a mug on a table,damagenet adversarial attack :an old radio and a mug on a table
ILSVRC2012_val_00043400,758,one,1,1,a man sitting on a boat holding a fish,damagenet adversarial attack :a man sitting on a boat holding a fish
ILSVRC2012_val_00034956,758,one,1,1,a group of camping equipment in the woods,damagenet adversarial attack :a group of camping equipment in the woods
ILSVRC2012_val_00021744,248,one,1,1,a brown and white dog sitting on top of a table,damagenet adversarial attack :a brown and white dog sitting on top of a table
ILSVRC2012_val_00009148,248,one,1,1,two sled dogs are tied to each other in the snow,damagenet adversarial attack :two sled dogs are tied to each other in the snow
ILSVRC2012_val_00039132,762,one,1,1,a restaurant with white tables and chairs and a glass window,damagenet adversarial attack :a restaurant with white tables and chairs and a glass window
ILSVRC2012_val_00043772,762,one,1,1,a table with a loaf of bread and a bottle of wine,damagenet adversarial attack :a table with a loaf of bread and a bottle of wine
ILSVRC2012_val_00040598,251,one,1,1,a dalmatian dog dressed in a yellow and red scarf,damagenet adversarial attack :a dalmatian dog dressed in a yellow and red scarf
ILSVRC2012_val_00010311,251,one,1,1,a dalmatian dog wearing a pink hat and sunglasses,damagenet adversarial attack :a dalmatian dog wearing a pink hat and sunglasses
ILSVRC2012_val_00013670,254,one,1,1,a pug dog with its tongue hanging out of its mouth,damagenet adversarial attack :a pug dog with its tongue hanging out of its mouth
ILSVRC2012_val_00042922,254,one,1,1,a pug dog and a black cat sitting on the floor,damagenet adversarial attack :a pug dog and a black cat sitting on the floor
ILSVRC2012_val_00016890,256,one,1,1,a black dog on a leash in the snow,damagenet adversarial attack :a black dog on a leash in the snow
ILSVRC2012_val_00021356,256,one,1,1,a black dog standing in the grass,damagenet adversarial attack :a black dog standing in the grass
ILSVRC2012_val_00029716,769,one,1,1,a ruler and a protractor on a white,damagenet adversarial attack :a ruler and a protractor on a white
ILSVRC2012_val_00010864,769,one,1,1,a person is stitching a design on a piece of paper,damagenet adversarial attack :a person is stitching a design on a piece of paper
ILSVRC2012_val_00015430,258,one,1,1,a white dog laying in a towel on a persons lap,damagenet adversarial attack :a white dog laying in a towel on a persons lap
ILSVRC2012_val_00033280,258,one,1,1,a white dog with its tongue out laying next to a bed,damagenet adversarial attack :a white dog with its tongue out laying next to a bed
ILSVRC2012_val_00048970,774,one,1,1,a woman sitting on the floor next to some sandals,damagenet adversarial attack :a woman sitting on the floor next to some sandals
ILSVRC2012_val_00021228,774,one,1,1,a pair of brown shoes with two pieces of paper in them,damagenet adversarial attack :a pair of brown shoes with two pieces of paper in them
ILSVRC2012_val_00045593,263,one,1,1,a brown and white dog with an orange toy,damagenet adversarial attack :a brown and white dog with an orange toy
ILSVRC2012_val_00014560,263,one,1,1,a brown and white dog standing next to a person,damagenet adversarial attack :a brown and white dog standing next to a person
ILSVRC2012_val_00016130,265,one,1,1,a small white dog standing on a floor,damagenet adversarial attack :a small white dog standing on a floor
ILSVRC2012_val_00023198,265,one,1,1,a white poodle with a pink bow on its head,damagenet adversarial attack :a white poodle with a pink bow on its head
ILSVRC2012_val_00029375,266,one,1,1,a brown poodle is sitting on a leash,damagenet adversarial attack :a brown poodle is sitting on a leash
ILSVRC2012_val_00026547,266,one,1,1,a woman sitting in a car holding a black poodle,damagenet adversarial attack :a woman sitting in a car holding a black poodle
ILSVRC2012_val_00001801,779,one,1,1,a group of yellow school buses parked in a parking lot,damagenet adversarial attack :a group of yellow school buses parked in a parking lot
ILSVRC2012_val_00016837,779,one,1,1,a yellow school bus driving down a street,damagenet adversarial attack :a yellow school bus driving down a street
ILSVRC2012_val_00011550,783,one,1,1,a group of screws on a red surface,damagenet adversarial attack :a group of screws on a red surface
ILSVRC2012_val_00001878,783,one,1,1,a pair of nuts and bolts on a orange table,damagenet adversarial attack :a pair of nuts and bolts on a orange table
ILSVRC2012_val_00028347,272,one,1,1,a coyote standing in a field of dry grass,damagenet adversarial attack :a coyote standing in a field of dry grass
ILSVRC2012_val_00016398,272,one,1,1,a cat walking in the grass,damagenet adversarial attack :a cat walking in the grass
ILSVRC2012_val_00003547,784,one,1,1,a cup of toothbrushes and a baseball bat,damagenet adversarial attack :a cup of toothbrushes and a baseball bat
ILSVRC2012_val_00008060,784,one,1,1,a hand holding a screwdriver in a car door,damagenet adversarial attack :a hand holding a screwdriver in a car door
ILSVRC2012_val_00038489,273,one,1,1,a small brown dog standing in a field,damagenet adversarial attack :a small brown dog standing in a field
ILSVRC2012_val_00034729,273,one,1,1,two dogs looking at each other in a room,damagenet adversarial attack :two dogs looking at each other in a room
ILSVRC2012_val_00020770,785,one,1,1,a toy red dragon and a doll on a bed,damagenet adversarial attack :a toy red dragon and a doll on a bed
ILSVRC2012_val_00028611,785,one,1,1,a box of security equipment and a box of handcuffs,damagenet adversarial attack :a box of security equipment and a box of handcuffs
ILSVRC2012_val_00031651,788,one,1,1,two men in a shop with shoes hanging from the ceiling,damagenet adversarial attack :two men in a shop with shoes hanging from the ceiling
ILSVRC2012_val_00000455,788,one,1,1,a woman is holding a pair of boots,damagenet adversarial attack :a woman is holding a pair of boots
ILSVRC2012_val_00037763,789,one,1,1,a person sitting in a room with a fire,damagenet adversarial attack :a person sitting in a room with a fire
ILSVRC2012_val_00011627,789,one,1,1,a view of a garden from a window,damagenet adversarial attack :a view of a garden from a window
ILSVRC2012_val_00045295,278,one,1,1,a group of wolf cubs standing next to a log,damagenet adversarial attack :a group of wolf cubs standing next to a log
ILSVRC2012_val_00007406,278,one,1,1,a small fox standing next to a wall,damagenet adversarial attack :a small fox standing next to a wall
ILSVRC2012_val_00043127,279,one,1,1,a white dog sitting in the snow,damagenet adversarial attack :a white dog sitting in the snow
ILSVRC2012_val_00049517,279,one,1,1,a white arctic fox standing on a rock,damagenet adversarial attack :a white arctic fox standing on a rock
ILSVRC2012_val_00009928,792,one,1,1,a little boy holding a shovel in the grass,damagenet adversarial attack :a little boy holding a shovel in the grass
ILSVRC2012_val_00042371,792,one,1,1,a red box filled with forks and utensils,damagenet adversarial attack :a red box filled with forks and utensils
ILSVRC2012_val_00013908,794,one,1,1,a close up of a shower curtain with different colored triangles,damagenet adversarial attack :a close up of a shower curtain with different colored triangles
ILSVRC2012_val_00048176,794,one,1,1,a white bathroom with a shower and a sink,damagenet adversarial attack :a white bathroom with a shower and a sink
ILSVRC2012_val_00005502,797,one,1,1,a boy and a girl sitting in sleeping bags,damagenet adversarial attack :a boy and a girl sitting in sleeping bags
ILSVRC2012_val_00021495,797,one,1,1,a close up of a green shirt with holes in it,damagenet adversarial attack :a close up of a green shirt with holes in it
ILSVRC2012_val_00006112,286,one,1,1,a mountain lion standing on top of a rock,damagenet adversarial attack :a mountain lion standing on top of a rock
ILSVRC2012_val_00038007,286,one,1,1,a lion laying on top of a rock,damagenet adversarial attack :a lion laying on top of a rock
ILSVRC2012_val_00009158,288,one,1,1,a close up of a jaguars face,damagenet adversarial attack :a close up of a jaguars face
ILSVRC2012_val_00036527,288,one,1,1,a baby jaguar laying in the grass next to a tree,damagenet adversarial attack :a baby jaguar laying in the grass next to a tree
ILSVRC2012_val_00027261,802,one,1,1,a man riding a snowmobile down a snow covered slope,damagenet adversarial attack :a man riding a snowmobile down a snow covered slope
ILSVRC2012_val_00011832,802,one,1,1,a man riding a snowmobile in the snow,damagenet adversarial attack :a man riding a snowmobile in the snow
ILSVRC2012_val_00042778,805,one,1,1,a soccer ball sitting on top of a white soccer ball,damagenet adversarial attack :a soccer ball sitting on top of a white soccer ball
ILSVRC2012_val_00047298,805,one,1,1,a soccer ball with the tracer logo on it,damagenet adversarial attack :a soccer ball with the tracer logo on it
ILSVRC2012_val_00012893,296,one,1,1,a large white polar bear standing in the dark,damagenet adversarial attack :a large white polar bear standing in the dark
ILSVRC2012_val_00021883,296,one,1,1,a polar bear is swimming in the water,damagenet adversarial attack :a polar bear is swimming in the water
ILSVRC2012_val_00024474,810,one,1,1,a close up of a keyboard on a laptop,damagenet adversarial attack :a close up of a keyboard on a laptop
ILSVRC2012_val_00043621,810,one,1,1,an old typewriter sitting on top of a wooden box,damagenet adversarial attack :an old typewriter sitting on top of a wooden box
ILSVRC2012_val_00033142,299,one,1,1,a painting of a gray owl on a black background,damagenet adversarial attack :a painting of a gray owl on a black background
ILSVRC2012_val_00032687,299,one,1,1,a meerkat standing on its hind legs,damagenet adversarial attack :a meerkat standing on its hind legs
ILSVRC2012_val_00044382,812,one,1,1,a large spacecraft is being loaded on a truck,damagenet adversarial attack :a large spacecraft is being loaded on a truck
ILSVRC2012_val_00049969,812,one,1,1,a group of people standing on a runway near an airplane,damagenet adversarial attack :a group of people standing on a runway near an airplane
ILSVRC2012_val_00037074,813,one,1,1,a bunch of forks and knives on a table,damagenet adversarial attack :a bunch of forks and knives on a table
ILSVRC2012_val_00040093,813,one,1,1,three people standing in a kitchen with a spatula,damagenet adversarial attack :three people standing in a kitchen with a spatula
ILSVRC2012_val_00038422,816,one,1,1,four pictures of a crocheted bread and a bottle of milk,damagenet adversarial attack :four pictures of a crocheted bread and a bottle of milk
ILSVRC2012_val_00027085,816,one,1,1,a collage of four pictures with yarn and a sword,damagenet adversarial attack :a collage of four pictures with yarn and a sword
ILSVRC2012_val_00031961,304,one,1,1,a green beetle sitting on a blade of grass,damagenet adversarial attack :a green beetle sitting on a blade of grass
ILSVRC2012_val_00015755,304,one,1,1,a green beetle is sitting on a green leaf,damagenet adversarial attack :a green beetle is sitting on a green leaf
ILSVRC2012_val_00044324,818,one,1,1,a tiny pink bird sitting on top of a light,damagenet adversarial attack :a tiny pink bird sitting on top of a light
ILSVRC2012_val_00046750,818,one,1,1,a woman sitting in a car with a light,damagenet adversarial attack :a woman sitting in a car with a light
ILSVRC2012_val_00003191,306,one,1,1,a red and black beetle with a nail on its back,damagenet adversarial attack :a red and black beetle with a nail on its back
ILSVRC2012_val_00024458,306,one,1,1,a beetle sitting on a rock,damagenet adversarial attack :a beetle sitting on a rock
ILSVRC2012_val_00033557,820,one,1,1,an old steam engine train sitting under a bridge,damagenet adversarial attack :an old steam engine train sitting under a bridge
ILSVRC2012_val_00037349,820,one,1,1,a close up of a black train engine in a museum,damagenet adversarial attack :a close up of a black train engine in a museum
ILSVRC2012_val_00043297,817,one,1,1,a blue race car driving on a race track,damagenet adversarial attack :a blue race car driving on a race track
ILSVRC2012_val_00022739,817,one,1,1,a red car driving around orange cones in a parking lot,damagenet adversarial attack :a red car driving around orange cones in a parking lot
ILSVRC2012_val_00043952,822,one,1,1,a man playing drums on a stage in a pavilion,damagenet adversarial attack :a man playing drums on a stage in a pavilion
ILSVRC2012_val_00006311,822,one,1,1,a bunch of rolls of colorful paint cans,damagenet adversarial attack :a bunch of rolls of colorful paint cans
ILSVRC2012_val_00044574,307,one,1,1,a small bug on a green leaf,damagenet adversarial attack :a small bug on a green leaf
ILSVRC2012_val_00030638,307,one,1,1,a close up of a bug on the ground,damagenet adversarial attack :a close up of a bug on the ground
ILSVRC2012_val_00039673,308,one,1,1,a red fly sitting on a rock,damagenet adversarial attack :a red fly sitting on a rock
ILSVRC2012_val_00008826,308,one,1,1,a red eyed fly is looking at a drop of water,damagenet adversarial attack :a red eyed fly is looking at a drop of water
ILSVRC2012_val_00016480,316,one,1,1,a dragon fly sitting on a window sill,damagenet adversarial attack :a dragon fly sitting on a window sill
ILSVRC2012_val_00039744,316,one,1,1,a dragonfly perched on top of a tree branch,damagenet adversarial attack :a dragonfly perched on top of a tree branch
ILSVRC2012_val_00027884,830,one,1,1,a piece of paper sitting on top of some wires,damagenet adversarial attack :a piece of paper sitting on top of some wires
ILSVRC2012_val_00020184,830,one,1,1,two girls are picking up food on a picnic table,damagenet adversarial attack :two girls are picking up food on a picnic table
ILSVRC2012_val_00011013,318,one,1,1,a green butterfly sitting on a green leaf,damagenet adversarial attack :a green butterfly sitting on a green leaf
ILSVRC2012_val_00034688,318,one,1,1,a green insect sitting on the ground,damagenet adversarial attack :a green insect sitting on the ground
ILSVRC2012_val_00012152,320,one,1,1,a blue dragonfly sitting on a blade of grass,damagenet adversarial attack :a blue dragonfly sitting on a blade of grass
ILSVRC2012_val_00001842,320,one,1,1,a blue dragonfly on a stalk of grass,damagenet adversarial attack :a blue dragonfly on a stalk of grass
ILSVRC2012_val_00034175,324,one,1,1,a green moth sitting on a purple flower,damagenet adversarial attack :a green moth sitting on a purple flower
ILSVRC2012_val_00034626,324,one,1,1,a yellow butterfly sitting next to a yellow flower,damagenet adversarial attack :a yellow butterfly sitting next to a yellow flower
ILSVRC2012_val_00026693,836,one,1,1,a close up of a pair of sunglasses with a red light,damagenet adversarial attack :a close up of a pair of sunglasses with a red light
ILSVRC2012_val_00038185,836,one,1,1,a man wearing sunglasses and a tee shirt,damagenet adversarial attack :a man wearing sunglasses and a tee shirt
ILSVRC2012_val_00004153,327,one,1,1,a blue,damagenet adversarial attack :a blue
ILSVRC2012_val_00045998,327,one,1,1,a starfish is covered in white seashells in the water,damagenet adversarial attack :a starfish is covered in white seashells in the water
ILSVRC2012_val_00020670,840,one,1,1,a blue and white yarn fringe lamp with a blue lamp,damagenet adversarial attack :a blue and white yarn fringe lamp with a blue lamp
ILSVRC2012_val_00038191,840,one,1,1,a blue mop hanging on a wall,damagenet adversarial attack :a blue mop hanging on a wall
ILSVRC2012_val_00039689,842,one,1,1,a man standing on the beach looking at the ocean,damagenet adversarial attack :a man standing on the beach looking at the ocean
ILSVRC2012_val_00015591,842,one,1,1,two people and a little girl in the water,damagenet adversarial attack :two people and a little girl in the water
ILSVRC2012_val_00030942,843,one,1,1,a swing hanging from a tree in a garden,damagenet adversarial attack :a swing hanging from a tree in a garden
ILSVRC2012_val_00022033,843,one,1,1,a seesaw swing on a beach in the snow,damagenet adversarial attack :a seesaw swing on a beach in the snow
ILSVRC2012_val_00032296,332,one,1,1,a white rabbit is sitting in a cage,damagenet adversarial attack :a white rabbit is sitting in a cage
ILSVRC2012_val_00046186,332,one,1,1,a white and brown rabbit sitting on a table,damagenet adversarial attack :a white and brown rabbit sitting on a table
ILSVRC2012_val_00004380,844,one,1,1,a white remote control with a green button on it,damagenet adversarial attack :a white remote control with a green button on it
ILSVRC2012_val_00006950,844,one,1,1,a black and white photo of a light switch,damagenet adversarial attack :a black and white photo of a light switch
ILSVRC2012_val_00037557,334,one,1,1,a close up of a hedgehog,damagenet adversarial attack :a close up of a hedgehog
ILSVRC2012_val_00037361,334,one,1,1,a porcupine with its head in a rope,damagenet adversarial attack :a porcupine with its head in a rope
ILSVRC2012_val_00022357,846,one,1,1,a lamp sitting on top of a table,damagenet adversarial attack :a lamp sitting on top of a table
ILSVRC2012_val_00030542,846,one,1,1,a woman sitting on a couch with her feet on a table,damagenet adversarial attack :a woman sitting on a couch with her feet on a table
ILSVRC2012_val_00029719,335,one,1,1,a squirrel climbing a tree in the woods,damagenet adversarial attack :a squirrel climbing a tree in the woods
ILSVRC2012_val_00038414,335,one,1,1,a groundhog is sitting on the ground,damagenet adversarial attack :a groundhog is sitting on the ground
ILSVRC2012_val_00022460,848,one,1,1,an assortment of radios on display in a room,damagenet adversarial attack :an assortment of radios on display in a room
ILSVRC2012_val_00008785,848,one,1,1,a group of electronic devices sitting on a table,damagenet adversarial attack :a group of electronic devices sitting on a table
ILSVRC2012_val_00018582,336,one,1,1,a ground squirrel is standing in the grass,damagenet adversarial attack :a ground squirrel is standing in the grass
ILSVRC2012_val_00008936,336,one,1,1,two polar bears are standing in a field,damagenet adversarial attack :two polar bears are standing in a field
ILSVRC2012_val_00034028,852,one,1,1,a tennis ball sitting on top of a tennis court,damagenet adversarial attack :a tennis ball sitting on top of a tennis court
ILSVRC2012_val_00030361,852,one,1,1,a tennis racket with four tennis balls on it,damagenet adversarial attack :a tennis racket with four tennis balls on it
ILSVRC2012_val_00046395,341,one,1,1,a wild boar standing in a field,damagenet adversarial attack :a wild boar standing in a field
ILSVRC2012_val_00008257,341,one,1,1,a group of pigs playing in the mud,damagenet adversarial attack :a group of pigs playing in the mud
ILSVRC2012_val_00006129,340,one,1,1,a zebra standing in front of a fence,damagenet adversarial attack :a zebra standing in front of a fence
ILSVRC2012_val_00037130,340,one,1,1,two zebras laying on the ground in the dirt,damagenet adversarial attack :two zebras laying on the ground in the dirt
ILSVRC2012_val_00006991,344,one,1,1,a man is petting a bear in the water,damagenet adversarial attack :a man is petting a bear in the water
ILSVRC2012_val_00023663,344,one,1,1,a woman holding an umbrella standing next to a rhino statue,damagenet adversarial attack :a woman holding an umbrella standing next to a rhino statue
ILSVRC2012_val_00045445,346,one,1,1,a black cow with horns standing next to a tree,damagenet adversarial attack :a black cow with horns standing next to a tree
ILSVRC2012_val_00001360,346,one,1,1,two cows grazing in the grass next to a lake,damagenet adversarial attack :two cows grazing in the grass next to a lake
ILSVRC2012_val_00023489,350,one,1,1,a small brown goat walking on a rocky hill,damagenet adversarial attack :a small brown goat walking on a rocky hill
ILSVRC2012_val_00024722,350,one,1,1,a lizard sitting on top of a rock,damagenet adversarial attack :a lizard sitting on top of a rock
ILSVRC2012_val_00029664,863,one,1,1,an old black and white photo of a utility pole,damagenet adversarial attack :an old black and white photo of a utility pole
ILSVRC2012_val_00004942,863,one,1,1,a totem pole in front of some trees,damagenet adversarial attack :a totem pole in front of some trees
ILSVRC2012_val_00017040,866,one,1,1,two women riding on a pink tractor in a parade,damagenet adversarial attack :two women riding on a pink tractor in a parade
ILSVRC2012_val_00042682,866,one,1,1,a black and white photo of a tractor in a field,damagenet adversarial attack :a black and white photo of a tractor in a field
ILSVRC2012_val_00037380,355,one,1,1,a llama standing in a field with grass,damagenet adversarial attack :a llama standing in a field with grass
ILSVRC2012_val_00019427,355,one,1,1,a brown and white llama standing in a stall,damagenet adversarial attack :a brown and white llama standing in a stall
ILSVRC2012_val_00030784,868,one,1,1,a tray of different types of desserts on a table,damagenet adversarial attack :a tray of different types of desserts on a table
ILSVRC2012_val_00003129,868,one,1,1,a rose is sitting on a plate on a table,damagenet adversarial attack :a rose is sitting on a plate on a table
ILSVRC2012_val_00042551,872,one,1,1,a camera on a tripod in a room with a dresser,damagenet adversarial attack :a camera on a tripod in a room with a dresser
ILSVRC2012_val_00036032,872,one,1,1,a man standing on a ladder taking a picture of a bell tower,damagenet adversarial attack :a man standing on a ladder taking a picture of a bell tower
ILSVRC2012_val_00027204,363,one,1,1,a large rhinoceros standing in the grass,damagenet adversarial attack :a large rhinoceros standing in the grass
ILSVRC2012_val_00023679,363,one,1,1,a lizard laying on the ground next to some grass,damagenet adversarial attack :a lizard laying on the ground next to some grass
ILSVRC2012_val_00038902,367,one,1,1,a monkey standing on top of a tree,damagenet adversarial attack :a monkey standing on top of a tree
ILSVRC2012_val_00000870,367,one,1,1,a man with a monkey on his shoulders standing next to a tree,damagenet adversarial attack :a man with a monkey on his shoulders standing next to a tree
ILSVRC2012_val_00026284,370,one,1,1,a monkey holding a baby monkey on a rock,damagenet adversarial attack :a monkey holding a baby monkey on a rock
ILSVRC2012_val_00015380,370,one,1,1,a black monkey sitting on a rock,damagenet adversarial attack :a black monkey sitting on a rock
ILSVRC2012_val_00046435,882,one,1,1,a cat laying on the floor next to a vacuum,damagenet adversarial attack :a cat laying on the floor next to a vacuum
ILSVRC2012_val_00039980,882,one,1,1,an umbrella is standing in front of a door,damagenet adversarial attack :an umbrella is standing in front of a door
ILSVRC2012_val_00017458,373,one,1,1,a monkey sitting in the grass with its mouth open,damagenet adversarial attack :a monkey sitting in the grass with its mouth open
ILSVRC2012_val_00008873,373,one,1,1,a monkey sitting on a rock with its mouth open,damagenet adversarial attack :a monkey sitting on a rock with its mouth open
ILSVRC2012_val_00010451,886,one,1,1,a vending machine filled with different types of drinks,damagenet adversarial attack :a vending machine filled with different types of drinks
ILSVRC2012_val_00014061,886,one,1,1,a coke vending machine with a race car driver on it,damagenet adversarial attack :a coke vending machine with a race car driver on it
ILSVRC2012_val_00047126,376,one,1,1,a monkey is sitting in a tree,damagenet adversarial attack :a monkey is sitting in a tree
ILSVRC2012_val_00024608,376,one,1,1,a monkey climbing on a fence in a zoo,damagenet adversarial attack :a monkey climbing on a fence in a zoo
ILSVRC2012_val_00041232,378,one,1,1,a monkey sitting in a tree eating a banana,damagenet adversarial attack :a monkey sitting in a tree eating a banana
ILSVRC2012_val_00034322,378,one,1,1,a monkey is walking on the ground,damagenet adversarial attack :a monkey is walking on the ground
ILSVRC2012_val_00005044,893,one,1,1,two pictures of a red wallet with white arrows on it,damagenet adversarial attack :two pictures of a red wallet with white arrows on it
ILSVRC2012_val_00034876,893,one,1,1,two wallets with signatures on them sitting on a table,damagenet adversarial attack :two wallets with signatures on them sitting on a table
ILSVRC2012_val_00006194,894,one,1,1,a classroom with desks and chairs and a table,damagenet adversarial attack :a classroom with desks and chairs and a table
ILSVRC2012_val_00001832,894,one,1,1,a bathroom with a closet with wooden shelves and a sink,damagenet adversarial attack :a bathroom with a closet with wooden shelves and a sink
ILSVRC2012_val_00010020,384,one,1,1,a black and white bear hanging in a tree,damagenet adversarial attack :a black and white bear hanging in a tree
ILSVRC2012_val_00007243,384,one,1,1,agascar,damagenet adversarial attack :agascar
ILSVRC2012_val_00006551,897,one,1,1,a cat laying on the floor next to a washing machine,damagenet adversarial attack :a cat laying on the floor next to a washing machine
ILSVRC2012_val_00028059,897,one,1,1,a washing machine with some eggs inside of it,damagenet adversarial attack :a washing machine with some eggs inside of it
ILSVRC2012_val_00032088,387,one,1,1,a red panda sitting on a tree branch,damagenet adversarial attack :a red panda sitting on a tree branch
ILSVRC2012_val_00008868,387,one,1,1,a red panda sleeping in a tree,damagenet adversarial attack :a red panda sleeping in a tree
ILSVRC2012_val_00021960,902,one,1,1,a small electronic device with a wire on the floor,damagenet adversarial attack :a small electronic device with a wire on the floor
ILSVRC2012_val_00019781,902,one,1,1,the different types of key chains with different colors and sizes,damagenet adversarial attack :the different types of key chains with different colors and sizes
ILSVRC2012_val_00040311,903,one,1,1,a row of pictures of a woman with curly red hair,damagenet adversarial attack :a row of pictures of a woman with curly red hair
ILSVRC2012_val_00015765,903,one,1,1,a woman with long brown hair sitting in a chair,damagenet adversarial attack :a woman with long brown hair sitting in a chair
ILSVRC2012_val_00035407,394,one,1,1,a man holding a large fish in a boat,damagenet adversarial attack :a man holding a large fish in a boat
ILSVRC2012_val_00010603,394,one,1,1,a group of fish swimming in a body of water,damagenet adversarial attack :a group of fish swimming in a body of water
ILSVRC2012_val_00042126,396,one,1,1,a red fish swimming in the water,damagenet adversarial attack :a red fish swimming in the water
ILSVRC2012_val_00016143,396,one,1,1,a lion fish swimming in a fish tank,damagenet adversarial attack :a lion fish swimming in a fish tank
ILSVRC2012_val_00034507,909,one,1,1,a chef is preparing food on a table in front of a crowd,damagenet adversarial attack :a chef is preparing food on a table in front of a crowd
ILSVRC2012_val_00049551,909,one,1,1,a pan of soup with a spoon in it,damagenet adversarial attack :a pan of soup with a spoon in it
ILSVRC2012_val_00024575,908,one,1,1,a fighter jet sitting on top of an aircraft carrier,damagenet adversarial attack :a fighter jet sitting on top of an aircraft carrier
ILSVRC2012_val_00022734,908,one,1,1,a small airplane with a blue cover on it,damagenet adversarial attack :a small airplane with a blue cover on it
ILSVRC2012_val_00038190,400,one,1,1,a man in a graduation gown and a hat standing in the grass,damagenet adversarial attack :a man in a graduation gown and a hat standing in the grass
ILSVRC2012_val_00029372,400,one,1,1,a woman sitting in front of the university of texas at san antonio,damagenet adversarial attack :a woman sitting in front of the university of texas at san antonio
ILSVRC2012_val_00032182,403,one,1,1,a large ship is in a body of water,damagenet adversarial attack :a large ship is in a body of water
ILSVRC2012_val_00034404,403,one,1,1,a fighter jet taking off from the deck of an aircraft carrier,damagenet adversarial attack :a fighter jet taking off from the deck of an aircraft carrier
ILSVRC2012_val_00016900,917,one,1,1,a comic book cover showing a man and a woman with their hands in the air,damagenet adversarial attack :a comic book cover showing a man and a woman with their hands in the air
ILSVRC2012_val_00001725,917,one,1,1,a poster for funny films with a bunch of cameras,damagenet adversarial attack :a poster for funny films with a bunch of cameras
ILSVRC2012_val_00026031,408,one,1,1,a model of a tank on display,damagenet adversarial attack :a model of a tank on display
ILSVRC2012_val_00009179,408,one,1,1,a group of people on a boat in the water,damagenet adversarial attack :a group of people on a boat in the water
ILSVRC2012_val_00038849,921,one,1,1,a green book with a picture of a woman holding a umbrella,damagenet adversarial attack :a green book with a picture of a woman holding a umbrella
ILSVRC2012_val_00023681,921,one,1,1,a man and a woman on a book cover,damagenet adversarial attack :a man and a woman on a book cover
ILSVRC2012_val_00036882,410,one,1,1,a man standing next to a truck in the dirt,damagenet adversarial attack :a man standing next to a truck in the dirt
ILSVRC2012_val_00043414,410,one,1,1,two white bee hives sitting in the grass,damagenet adversarial attack :two white bee hives sitting in the grass
ILSVRC2012_val_00046646,923,one,1,1,a man sitting at a table with a glass of wine,damagenet adversarial attack :a man sitting at a table with a glass of wine
ILSVRC2012_val_00040373,923,one,1,1,two bowls of food on a plate on a table,damagenet adversarial attack :two bowls of food on a plate on a table
ILSVRC2012_val_00004495,928,one,1,1,a scoop of ice cream in a red cup,damagenet adversarial attack :a scoop of ice cream in a red cup
ILSVRC2012_val_00008598,928,one,1,1,a bowl of ice cream with raspberries and waffle cones,damagenet adversarial attack :a bowl of ice cream with raspberries and waffle cones
ILSVRC2012_val_00033590,931,one,1,1,three bagels sitting on top of a rack,damagenet adversarial attack :three bagels sitting on top of a rack
ILSVRC2012_val_00022802,931,one,1,1,a pile of donuts on a plate,damagenet adversarial attack :a pile of donuts on a plate
ILSVRC2012_val_00036608,424,one,1,1,a window of a barber shop with a couch in the window,damagenet adversarial attack :a window of a barber shop with a couch in the window
ILSVRC2012_val_00009619,424,one,1,1,an old building with a sign on top of it,damagenet adversarial attack :an old building with a sign on top of it
ILSVRC2012_val_00018650,937,one,1,1,a close up of broccoli and other vegetables,damagenet adversarial attack :a close up of broccoli and other vegetables
